,day,DVS,LAI,TAGP,TWSO,TWLV,TWST,TWRT,TRA,RD,SM,WWLOW
186,2014-07-06,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
187,2014-07-07,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
188,2014-07-08,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
189,2014-07-09,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
190,2014-07-10,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
191,2014-07-11,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
192,2014-07-12,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
193,2014-07-13,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
194,2014-07-14,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
195,2014-07-15,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
196,2014-07-16,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000001,0.0,10.0,0.0,0.0
197,2014-07-17,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
198,2014-07-18,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000001,0.0,10.0,0.0,0.0
199,2014-07-19,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000001,0.0,10.0,0.0,0.0
200,2014-07-20,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000001,0.0,10.0,0.0,0.0
201,2014-07-21,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000001,0.0,10.0,0.0,0.0
202,2014-07-22,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
203,2014-07-23,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000001,0.0,10.0,0.0,0.0
204,2014-07-24,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000001,0.0,10.0,0.0,0.0
205,2014-07-25,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
206,2014-07-26,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000001,0.0,10.0,0.0,0.0
207,2014-07-27,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000001,0.0,10.0,0.0,0.0
208,2014-07-28,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
209,2014-07-29,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
210,2014-07-30,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
211,2014-07-31,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
212,2014-08-01,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
213,2014-08-02,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
214,2014-08-03,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000001,0.0,10.0,0.0,0.0
215,2014-08-04,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000001,0.0,10.0,0.0,0.0
216,2014-08-05,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
217,2014-08-06,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
218,2014-08-07,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
219,2014-08-08,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
220,2014-08-09,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
221,2014-08-10,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
222,2014-08-11,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
223,2014-08-12,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
224,2014-08-13,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
225,2014-08-14,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
226,2014-08-15,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
227,2014-08-16,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
228,2014-08-17,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
229,2014-08-18,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
230,2014-08-19,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
231,2014-08-20,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
232,2014-08-21,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
233,2014-08-22,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
234,2014-08-23,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
235,2014-08-24,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
236,2014-08-25,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
237,2014-08-26,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
238,2014-08-27,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
239,2014-08-28,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
240,2014-08-29,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
241,2014-08-30,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
242,2014-08-31,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
243,2014-09-01,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
244,2014-09-02,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
245,2014-09-03,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
246,2014-09-04,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
247,2014-09-05,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
248,2014-09-06,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
249,2014-09-07,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.000000000000014,0.0,10.0,0.0,0.0
250,2014-09-08,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
251,2014-09-09,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
252,2014-09-10,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
253,2014-09-11,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
254,2014-09-12,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
255,2014-09-13,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
256,2014-09-14,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
257,2014-09-15,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
258,2014-09-16,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000003,0.0,10.0,0.0,0.0
259,2014-09-17,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000003,0.0,10.0,0.0,0.0
260,2014-09-18,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
261,2014-09-19,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
262,2014-09-20,2.0,0.0,24.00000000000001,0.0,24.00000000000001,0.0,36.00000000000002,0.0,10.0,0.0,0.0
