,day,DVS,LAI,TAGP,TWSO,TWLV,TWST,TWRT,TRA,RD,SM,WWLOW
201,2014-07-21,1.2700000000000002,0.003598575521199907,43.99999999999999,0.0,17.599999999999994,26.4,11.0,0.0,10.0,0.0,0.0
202,2014-07-22,1.3000000000000003,0.00349061825556391,43.99999999999999,0.0,17.599999999999994,26.4,11.0,0.0,10.0,0.0,0.0
203,2014-07-23,1.3300000000000003,0.0033858997078969927,43.99999999999999,0.0,17.599999999999994,26.4,11.0,0.0,10.0,0.0,0.0
204,2014-07-24,1.3600000000000003,0.003284322716660083,43.99999999999999,0.0,17.599999999999994,26.4,11.0,0.0,10.0,0.0,0.0
205,2014-07-25,1.3900000000000003,0.00318579303516028,43.999999999999986,0.0,17.59999999999999,26.4,11.0,0.0,10.0,0.0,0.0
206,2014-07-26,1.4200000000000004,0.003090219244105472,43.99999999999999,0.0,17.599999999999994,26.4,11.0,0.0,10.0,0.0,0.0
207,2014-07-27,1.4500000000000004,0.002997512666782308,43.99999999999999,0.0,17.599999999999994,26.4,11.0,0.0,10.0,0.0,0.0
208,2014-07-28,1.4800000000000004,0.0029075872867788386,43.99999999999999,0.0,17.599999999999994,26.4,11.0,0.0,10.0,0.0,0.0
209,2014-07-29,1.5100000000000005,0.002820359668175474,43.99999999999999,0.0,17.599999999999994,26.4,11.0,0.0,10.0,0.0,0.0
210,2014-07-30,1.5400000000000005,0.0027357488781302097,43.99999999999999,0.0,17.599999999999994,26.4,11.0,0.0,10.0,0.0,0.0
211,2014-07-31,1.5700000000000005,0.002653676411786303,43.99999999999999,0.0,17.599999999999994,26.4,11.0,0.0,10.0,0.0,0.0
212,2014-08-01,1.6000000000000005,0.002574066119432714,43.99999999999999,0.0,17.599999999999994,26.4,11.0,0.0,10.0,0.0,0.0
213,2014-08-02,1.6300000000000006,0.0024968441358497327,43.99999999999999,0.0,17.599999999999994,26.4,10.999999999999998,0.0,10.0,0.0,0.0
214,2014-08-03,1.6600000000000006,0.002421938811774241,43.999999999999986,0.0,17.599999999999994,26.399999999999995,10.999999999999998,0.0,10.0,0.0,0.0
215,2014-08-04,1.6900000000000006,0.002349280647421014,43.99999999999999,0.0,17.599999999999994,26.4,11.0,0.0,10.0,0.0,0.0
216,2014-08-05,1.7200000000000006,0.0022788022279983835,43.99999999999999,0.0,17.599999999999994,26.4,11.0,0.0,10.0,0.0,0.0
217,2014-08-06,1.7498000000000007,0.002210438161158432,44.0,0.0,17.599999999999998,26.400000000000002,11.0,0.0,10.0,0.0,0.0
218,2014-08-07,1.7764000000000006,0.002144125016323679,44.0,0.0,17.599999999999998,26.4,11.0,0.0,10.0,0.0,0.0
219,2014-08-08,1.8064000000000007,0.0020798012658339686,44.0,0.0,17.599999999999998,26.4,11.0,0.0,10.0,0.0,0.0
220,2014-08-09,1.8364000000000007,0.0020174072278589497,44.0,0.0,17.599999999999998,26.4,11.0,0.0,10.0,0.0,0.0
221,2014-08-10,1.8658000000000008,0.0019568850110231813,43.99999999999999,0.0,17.599999999999998,26.399999999999995,11.0,0.0,10.0,0.0,0.0
